"生产日期
Production Date","内部机型
Internal Model","类型
Type","总部
HQ","主板板型
Mainboard model",MODELO+PCB,"组件号
MB part number","总BOM数量
Material QTY","手插件数
Hi material QTY","手插率
Hand insertion rate","芯片方案
Chip Solution",内置TCON,"液晶屏物料号
LCD Part No.","液晶屏型号描述
LCD Description","液晶面板
SKD panel","屏幕厂家
LCD Brand","屏接口类型
LCD interface type",TOOL,TOOL SW,"转接板
Converter",TCON,FFC,"通用远程拾音板
MIC Board","远程拾音线
MIC cable","多合一端子板（非远程拾音）
all-in-one board（non MIC）","多合一端子板连接线
all-in-one board cable",备注/Remarks,配套远程拾音板,WiFi模块,WiFi模块描述,,,
2025/9/25,85A60QUR,REFLOW,HuangDao,54257,85A60QUR54257,435252,/,/,/,主控IC\MT9010PAATDA\TP\ROH,否,435233,液晶屏\HD850K1U51-TBL6\S0\GM\ROH,液晶屏面板\T850QVN03.4\JK\GM\ROH,友达(AUO),51pin(VB1),4K VB1,/,/,"435728
TCON板贴片单元\RSAG2.908.13019-03TP\ROH",51pin(FB0301004900),,,"1410807
外购多合一板卡
WIFI模块\ZD8812CU53T\ROH","1418243
高速信号线\FFC-T-30-KP-530-Z4\530\ROH",,,,,,,
2025/9/25,65A60QUR,3 IN 1,HuangDao,53139,65A60QUR53139,427902,669,31,4.63%,主控IC\MT9010PAATDA\TP\ROH,是,430760,液晶屏\HD650K1U51-T0L6\S0\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(1250761),,,"1404513
WIFI模块\ZD8812CU52T\ROH","1415633
内置天线\WA-F-LB-02-386\100\黑色\ROH",,,,,,,
2025/9/25,32S5QUF(01),3 IN 1,JiangMen,54921,32S5QUF(01)54921,446549,477,4,0.84%,主控IC\MT9026PAATAB\TP\JK\ROH,是,445965,屏\JHD315K1F71-TXL3K1B4\S0\GM\ROH\广,液晶屏面板\HV320FHB-F41\GM\ROH,京东方(BOE),51pin(LVDS),2K LVDS,/,/,/,51pin(FB0301004900),,,,,小而美电视，19V供电,,,,,,
2025/10/16,85A60QUR(02),REFLOW,HuangDao,54257,85A60QUR(02)54257,435252,/,/,/,MT9010PAATDA,否,447949,液晶屏\HD850K1U54-TBL6\S0\GM\ROH,液晶屏面板\T850QVN03.4\A-\JK\GM\ROH,友达(AUO),51pin(VB1),4K VB1,/,/,/,51pin(FB0301004900),,,,,,,1404513,WIFI模块\ZD8812CU52T\ROH,,,
2025/10/9,32A40QUA,3 IN 1,JiangMen,TPD.MT9216T.PB702,32A40QUATPD.MT9216T.PB702,CVTE,/,/,/,MT9216HABTHB,是,453636,液晶屏\JHD315K1F61-TXL4\S0\GM\ROH\广,液晶屏面板\PT320CT01-3\GM\ROH,惠科(HKC),51pin(LVDS),2K LVDS,/,/,/,51pin(FB0301004900),,,,,,,,,,,
2025/10/16,43A40QUA(0002),3 IN 1,JiangMen,TPD.MT9216T.PB709,43A40QUA(0002)TPD.MT9216T.PB709,CVTE,/,/,/,MT9216HABTHB,是,454093,液晶屏\JHD425K1F51-T0L1\S3\GM\ROH\广,液晶屏面板\T430HVN01.2\JK\GM\ROH,友达(AUO),1*60pin(Mini LVDS),MINI LVDS,Mini06,FHD-60_2_1,/,60pin(FB0301018427),,,,,硬件主设计石绍均,,,,,,
2025/10/23,40Q40QSV(01),3 IN 1,JiangMen,51874,40Q40QSV(01)51874,455549,670,23,3.43%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,450691,液晶屏\JHD400K1F01-T0L3FB\S1\GM\ROH\广,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,,,/,68pin(FB0301014574),,,,,硬件主设计刘超杰,,,,,,
2025/11/20,43Q60QUV(02),3 IN 1,JiangMen,53061,43Q60QUV(02)53061,451081,573,27,4.71%,主控IC\MT9603BAATAC\TP\ROH,是,450351,液晶屏\JHD425J1U01-T0L5\S3\GM\ROH\广,液晶屏面板\V430DJ1-Q01-D2\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"434601
TCON-ZJ贴片单元\RSAG2.908.12570-06TP\ROH",68pin(FB0301014574),,,,,,,,,,,
2025/11/6,50Q60QUF(0002),3 IN 1,HuangDao,53061,50Q60QUF(0002)53061,439530,572,27,4.72%,主控IC\MT9026EAATBC\TP\JK\ROH,是,452186,液晶屏\HD500K1U92-T0L2K1\S1\GM\ROH,液晶屏面板\CV500U7-L02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,,,,,,,,,
2025/8/13,55DP30FE,REFLOW,HuangDao,53294,55DP30FE53294,446035,/,/,/,主控IC\T963-H9S2E\TP\ROH,否,429749,液晶屏\HD550J3U72-LS\GF\ROH,液晶屏面板\DV550QUB-N20\GF\ROH,京东方(BOE),51pin(VB1),4K VB1,/,/,"1311623
TCON板\DV550QUB-N20-TCON\ROH",51pin(FB0301004900),,,,,,,,,,,
2025/11/27,58Q60SUV(01),3 IN 1,HuangDao,51170,58Q60SUV(01)51170,453833,727,31,4.26%,主控IC\MT9603BAATAC\TP\ROH,是,455535,液晶屏\HD580H1U91-T0L3FB\S0\GM\ROH,液晶屏面板\CV580U4-L01-V01\JK\GM\ROH,彩虹光电(CHOT),1*68pin(PTP),4K VB1,/,11477,/,68pin(FB0301014574),,,,,,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/10/2,65A60QUV(02),3 IN 1,HuangDao,53149,65A60QUV(02)53149,449528,646,31,4.80%,主控IC\MT9603BAATAC\TP\ROH,是,452071,液晶屏\HD650K1U51-T0L6\S2\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(FB0301014574),,,"448391
副板大组拾音\51470-08-50257\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/11/6,75A60QUV(02),3 IN 1,HuangDao,53230,75A60QUV(02)53230,450837,645,34,5.27%,主控IC\MT9603BAATAC\TP\ROH,是,450663,液晶屏\HD750K1U73-T0L6\S1\GM\ROH,液晶屏面板\HV750QUB-F94 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"439890
TCON-ZJ贴片单元\RSAG2.908.51637-03TP\ROH",68pin(FB0301014574),,,,,,,,,,,
2025/9/25,PL2NU,REFLOW,HuangDao,14054,PL2NU14054,360484,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,,,,,
2025/9/25,65C350RS,3 IN 1,HuangDao,53149,65C350RS53149,429481,658,31,4.71%,主控IC\MT9603BAATAC\TP\ROH,是,435190,液晶屏\HD650K1U72-T0L3K1B2\S2\GM\ROH,液晶屏面板\HV650QUB-F72\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"343804
TCON-ZJ贴片单元\RSAG2.908.11538-07TP\ROH",68pin(1250761),,,"448391
副板大组拾音\51470-08-50257\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/11/13,32Q40SUV(01),3 IN 1,JiangMen,52889,32Q40SUV(01)52889,453006,601,21,3.49%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,448688,液晶屏\JHD315K1H01-T0L3\S0\GM\ROH\广,液晶屏面板\V320BJ9-Q01-CA\GM\ROH,群创(INX),1*60pin(Mini LVDS),MINI LVDS,,ZH_MINI_HD_3,/,60pin(FB0301018427),,,,,硬件主设计刘超杰,,,,,,
2025/11/6,55C350NUF(02),3 IN 1,HuangDao,53061,55C350NUF(02)53061,451425,573,27,4.71%,主控IC\MT9026EAATBC\TP\JK\ROH,是,454009,液晶屏\HD550K1U75-T0L6B1\S0\GM\ROH,液晶屏面板\HV550QUB-F74 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"443645
TCON-ZJ贴片单元\RSAG2.908.51637-08TP\ROH",68pin(FB0301014574),,,"447889
副板大组拾音\51470-10-50257\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/11/27,85Q60QUV(02),REFLOW,HuangDao,13538,85Q60QUV(02)13538,451127,/,/,/,主控IC\MT9603BAATAC\TP\ROH,是,450812,液晶屏\HD850K1U01-T0L2\S0\GM\ROH,液晶屏面板\V850DJ2-Q01-J1\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"452426
TCON-ZJ贴片单元\RSAG2.908.54951-01TP\ROH",68pin(FB0301014574),,,,,,,,,,,
2025/12/11,50Q60QUV(02),3 IN 1,HuangDao,53061,50Q60QUV(02)53061,448903,577,27,4.68%,主控IC\MT9603BAATAC\TP\ROH,是,450437,液晶屏\HD500K1U92-T0L2K1\S0\GM\ROH,液晶屏面板\CV500U7-L02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,"448391
副板大组拾音\51470-08-50257\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2026/1/8,50Q40SUV(01),3 IN 1,HuangDao,TPD.NT72690T.PB716,50Q40SUV(01)TPD.NT72690T.PB716,"459860
CVTE",/,/,/,NT72690,是,459859,液晶屏\HD500K1F61-T0L2FBB2\S0\GM\ROH,液晶屏面板\PT500CT02-1\GM\ROH,惠科(HKC),51pin(MiniLVDS),MINI LVDS,Mini26,ZH-mini-fhd_51,/,51pin(FB0301004900),,,,,硬件主设计赵小龙,,,,,,
2025/11/29,75Q60QUV(03),REFLOW,HuangDao,13538,75Q60QUV(03)13538,436730,/,/,/,主控IC\MT9603BAATAC\TP\ROH,是,449103,液晶屏\HD750K1U73-T0L5\S1\GM\ROH,液晶屏面板\HV750QUB-F94 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"439890
TCON-ZJ贴片单元\RSAG2.908.51637-03TP\ROH",68pin(FB0301014574),,,"447877
副板大组拾音\51470-02-50257\ROH","1412212
高速信号线\FFC-30KP-440-Z4\440\ROH",,,,,,,
2025/12/2,43Q40SUV(01),3 IN 1,JiangMen,51874,43Q40SUV(01)51874,20110010,564,23,4.08%,主控IC\NT72690TBG-8C2K/W\TP\ROH,是,20113382,液晶屏\JHD425K1F62-T0L3FBB1\S0\GM,液晶屏面板\PT430CT05-2\GM\ROH,惠科(HKC),51pin(MiniLVDS),MINI LVDS,,ZH-mini-fhd_51,/,51pin(FB0301004900),,,,,硬件主设计林承鸿,,,,,,
2026/1/31,50K80SUV(01),REFLOW,HuangDao,13538,50K80SUV(01)13538,455610,/,/,/,主控IC\MT9603EAATAC\TP\JK\ROH,是,20112040,液晶屏\HD500K2U51-T0L4B1\S0\GM,液晶屏面板\T500QVN04.M\GM,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"456412
TCON-ZJ贴片单元\RSAG2.908.54951-02TP\ROH",68pin(FB0301014574),"424716
转接板组件\RSAG2.908.13888-16\ROH
远场遥控板wifi多合一板","1425666
高速信号线\FFC-V-30KP-635-Z4\635\ROH",,,,,,,,,
2025/12/27,55K80SUV(01),REFLOW,HuangDao,13538,55K80SUV(01)13538,455610,/,/,/,主控IC\MT9603EAATAC\TP\JK\ROH,是,20116323,液晶屏\HD550K2U53-T0L4K1B1\S1\GM,液晶屏面板\T550QVN10.G\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"457589
TCON-ZJ贴片单元\RSAG2.908.54951-03TP\ROH",68pin(FB0301014574),"424716
转接板组件\RSAG2.908.13888-16\ROH
远场遥控板wifi多合一板","1425711
高速信号线\FFC-T-30KP-595-Z4\595\ROH",,,,,,,,,
2025/12/27,65K80SUV(01),REFLOW,HuangDao,13538,65K80SUV(01)13538,455610,/,/,/,主控IC\MT9603EAATAC\TP\JK\ROH,是,456072,液晶屏\HD650K2U74-T0L4K1B1\S0\GM\ROH,液晶屏面板\HV650QUB-F74 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"421374
TCON-ZJ贴片单元\RSAG2.908.51637-07TP\ROH",68pin(FB0301014574),"424716
转接板组件\RSAG2.908.13888-16\ROH
远场遥控板wifi多合一板","1426409
高速信号线\FFC-T-30-KP-640-Z4\640\ROH",,,,,,,,,
2025/12/27,75K80SUV(01),REFLOW,HuangDao,13538,75K80SUV(01)13538,457003,/,/,/,主控IC\MT9603EAATAC\TP\JK\ROH,是,20113164,液晶屏\HD750K2U74-T0L5K1B1\S0\GM,液晶屏面板\HV750QUB-F94 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"439890
TCON-ZJ贴片单元\RSAG2.908.51637-03TP\ROH",68pin(FB0301014574),"424716
转接板组件\RSAG2.908.13888-16\ROH
远场遥控板wifi多合一板","20116336
FFC线\FFC-T-30KP-765-Z4\765mm\白色",,,,,,,,,
2025/12/29,75U73SUA(01),REFLOW,HuangDao,52936,75U73SUA(01)52936,453570,/,/,/,主控IC\MT9618GADTAB\TP\ROH,是,451909,液晶屏\HD750K2U73-T0L1B1\S0\GM\ROH,液晶屏面板\HV750QUB-E98 Rev.2.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"20124438
Tcon板贴片单元\ZJ\52975\7",68pin(FB0301014574),"423277
拾音MIC板组件\RSAG2.908.53001-01\ROH","1424855
高速信号线\FFC-L-10-KP-680-Z4\680\ROH",,,,,,,,,
2025/12/29,55U73SUA(01),REFLOW,HuangDao,52936,55U73SUA(01)52936,453570,/,/,/,主控IC\MT9618GADTAB\TP\ROH,是,20116266,液晶屏\HD550K2U52-T0L1B1\S1\GM,液晶屏面板\T550QVN10.H\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"454958
TCON-ZJ贴片单元\RSAG2.908.52972-04TP\ROH",68pin(FB0301014574),"423277
拾音MIC板组件\RSAG2.908.53001-01\ROH","1424855
高速信号线\FFC-L-10-KP-680-Z4\680\ROH",,,,,,,,,
2025/12/29,65U73SUA(01),REFLOW,HuangDao,52936,65U73SUA(01)52936,453570,/,/,/,主控IC\MT9618GADTAB\TP\ROH,是,457000,液晶屏\HD650K2U72-T0L1B1\S0\GM\ROH,液晶屏面板\HV650QUB-E78 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"443130
TCON-ZJ贴片单元\RSAG2.908.52975-05TP\ROH",68pin(FB0301014574),"423277
拾音MIC板组件\RSAG2.908.53001-01\ROH","1411236
高速信号线\FFC-L-10-KP-580-Z3\580\ROH",,,,,,,,,
2025/11/27,116UXQUA(02),REFLOW,HuangDao,54218,116UXQUA(02)54218,454083,/,/,/,主控IC\MT9655BAATAC\TP,否,454358,液晶屏\HD116K8U62-TAL1\S0\GM\ROH,液晶屏面板\PTB55GT01-1 Ver.2.0\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,"459070
液晶屏功能板组件\RSAG2.908.53759-15\ROH",41pin(1220743)+51pin(FB0301004900),"433219
拾音MIC板组件\RSAG2.908.52894-04\R","1417462
高速信号线\FFC-L-10-KP-1125-Z4\1125\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP","448492
副板大组拾音\52894-04-51795-01\ROH",1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/11/27,116U9QUA(02),REFLOW,HuangDao,54218,116U9QUA(02)54218,454083,/,/,/,主控IC\MT9655BAATAC\TP,否,459060,液晶屏\HD116K8U62-TAL2\S0\GM\ROH,液晶屏面板\PTB55GT01-1 Ver.2.0\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,"459070
液晶屏功能板组件\RSAG2.908.53759-15\ROH",41pin(1220743)+51pin(FB0301004900),"433219
拾音MIC板组件\RSAG2.908.52894-04\R","1417462
高速信号线\FFC-L-10-KP-1125-Z4\1125\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP",,,,,,
2025/12/18,55A60QUF,3 IN 1,HuangDao,53061,55A60QUF53061,427526,573,27,4.71%,主控IC\MT9026EAATBC\TP\JK\ROH,是,439084,液晶屏\HD550K1U51-T0L6\S0\GM\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"418027
TCON-ZJ贴片单元\RSAG2.908.51831-2TP\ROH",68pin(FB0301014574),,,"447889
副板大组拾音\51470-10-50257\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/12/18,50Q72QUA(01),REFLOW,HuangDao,13538,50Q72QUA(01)13538,20139931,/,/,/,主控IC\MT9603EAATAC\TP\JK\ROH,是,424819,液晶屏\HD500J3U52-T0L5\S0\GM\ROH,液晶屏面板\T500QVN04.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"413899
TCON-ZJ贴片单元\RSAG2.908.51831TP\ROH",68pin(FB0301014574),,,"447880
副板大组拾音\51470-03-50257\ROH","1410976
高速信号线\FFC-V-30-KP-530-Z4\530\ROH
四合一线",,,,,,,
2025/12/18,65Q72QUA(01),REFLOW,HuangDao,13538,65Q72QUA(01)13538,20139931,/,/,/,主控IC\MT9603EAATAC\TP\JK\ROH,是,20142168,液晶屏\HD650J3U52-T0L5\S2\GM,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(FB0301014574),,,"447880
副板大组拾音\51470-03-50257\ROH","1411034
高速信号线\FFC-T-30-KP-710-Z4\710",,,,,,,
2025/12/18,55Q72QUA(01),REFLOW,HuangDao,13538,55Q72QUA(01)13538,20139931,/,/,/,主控IC\MT9603EAATAC\TP\JK\ROH,是,20140623,液晶屏\HD550J3U51-T0L5\S1\GM,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"418027
TCON-ZJ贴片单元\RSAG2.908.51831-2TP\ROH",68pin(FB0301014574),,,"447880
副板大组拾音\51470-03-50257\ROH","1410211
高速信号线\FFC-T-30KP-664-Z4\664\ROH",,,,,,,
2026/1/1,55Q60QUV(06),3 IN 1,HuangDao,53061,55Q60QUV(06)53061,459835,574,27,4.70%,主控IC\MT9603BAATAC\TP\ROH,是,444684,液晶屏\HD550K1U75-T0L5\S0\GM\ROH,液晶屏面板\HV550QUB-F74 Rev.1.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"443645
TCON-ZJ贴片单元\RSAG2.908.51637-08TP\ROH",68pin(FB0301014574),,,"448391
副板大组拾音\51470-08-50257\ROH
四合一非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2026/1/15,50Q50SUV(01),3 IN 1,HuangDao,53404,50Q50SUV(01)53404,458477,618,25,4.05%,主控IC\NT72690TBG-8H/W\TP\JK\ROH,是,450437,液晶屏\HD500K1U92-T0L2K1\S0\GM\ROH,液晶屏面板\CV500U7-L02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,"447889
副板大组拾音\51470-10-50257\ROH
四合一非远场","1411713
高速信号线\FFC-T-30KP-320-Z4\320\ROH",,,,,,,
2026/1/22,50A60QUR(02),3 IN 1,JiangMen,53143,50A60QUR(02)53143,431547,603,26,4.31%,主控IC\MT9010PAATDA\TP\ROH,是,20127797,液晶屏\HD500K1U52-T0L6\S0\GM,液晶屏面板\T500QVN04.M\GM,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"456412
TCON-ZJ贴片单元\RSAG2.908.54951-02TP\ROH",68pin(FB0301014574),,,,,,,1404513,WIFI模块\ZD8812CU52T\ROH,,,
2026/2/12,43Q50SUV(01),3 IN 1,HuangDao,53404,43Q50SUV(01)53404,20110314,627,25,3.99%,主控IC\NT72690TBG-8H/W\TP\JK\ROH,是,459422,液晶屏\JHD425J1U01-T0L5FBB1\S0\GM\ROH,液晶屏面板\V430DJ1-Q01-D2\GM\ROH,群创(INX),1*68pin(PTP),4K VB1,/,11477,"434601
TCON-ZJ贴片单元\RSAG2.908.12570-06TP\ROH",68pin(FB0301014574),,,"444220
准备遥控组件\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2026/2/26,65Q50SUV(01),3 IN 1,HuangDao,53334,65Q50SUV(01)53334,20117938,693,32,4.62%,主控IC\NT72690TBG-8H/W\TP\JK\ROH,是,20122501,液晶屏\HD650K1U52-T0L2FB\S0\GM,液晶屏面板\T650QVN07.N\GM,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"458995
TCON-ZJ贴片单元\RSAG2.908.54951-05TP\ROH",68pin(FB0301014574),,,"447889
副板大组拾音\51470-10-50257\ROH
四合一非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/12/25,65C350NUF(02),REFLOW,HuangDao,13538,65C350NUF(02)13538,411599,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,458267,液晶屏\HD650K1U51-T0L6\S3\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(FB0301014574),,,"447889
副板大组拾音\51470-10-50257\ROH
四合一非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/12/25,58Q60SUR(01),3 IN 1,HuangDao,N1370000063,58Q60SUR(01)N1370000063,20119474,612,28,4.58%,主控IC\MT9010PAATDA\TP\ROH,是,20127736,液晶屏\HD580H1U91-T0L3FB\S1\GM,液晶屏面板\CV580U4-L01-V01\JK\GM\ROH,彩虹光电(CHOT),1*68pin(PTP),4K VB1,/,11477,/,68pin(FB0301014574),,,,,,,1404513,WIFI模块\ZD8812CU52T\ROH,,,
2025/12/25,50A60QUA(02),3 IN 1,HuangDao,53061,50A60QUA(02)53061,448200,,,,主控IC\MT9603EAATAC\TP\JK\ROH,是,20156675,液晶屏\HD500K1U52-T0L6\S1\GM,液晶屏面板\T500QVN04.M\GM,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"456412
TCON-ZJ贴片单元\RSAG2.908.54951-02TP\ROH",68pin(FB0301014574),,,"447889
副板大组拾音\51470-10-50257\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2026/1/29,58A51LUR(02),3 IN 1,HuangDao,N1370000074,58A51LUR(02)N1370000074,20119464,,,,主控IC\TR964-K8E\TP\ROH,是,20148290,液晶屏\HD580H1U91-T0L1B4\S0\GM,液晶屏面板\CV580U4-L01-V01\JK\GM\ROH,彩虹光电(CHOT),1*68pin(PTP),4K VB1,/,11477,/,68pin(FB0301014574),,,"20172354
副板大组WIFI\1410807-1558\ROH","20122213
FFC线\FFC-L-30KP-215-Z2\215mm\黑色",,,,,,,
2026/1/29,55U75SUA(01),REFLOW,HuangDao,55343,55U75SUA(01)55343,457389,/,/,/,主控IC\MT9655BAATAC\TP,是,20127497,液晶屏\HD550L3U71-T0L1\S0\GM,液晶屏面板\HV550QU0-BC0 Rev.1.0\GM,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"20126866
Tcon板贴片单元\ZJ\52975\8",68pin(FB0301014574),"448492
副板大组拾音\52894-04-51795-01\ROH","1426071
高速信号线\FFC-L-10-KP-530-Z4\530\ROH",,,"增加重低音、环绕音功能
add bass/Surround sound/RKP",,,,,,
2026/1/29,65U75SUA(01),REFLOW,HuangDao,55343,65U75SUA(01)55343,457389,,,,,,20123542,液晶屏\HD650L3U51-T0L1\S1\GM,液晶屏面板\T650QVN12.3\GM,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"418411
TCON-ZJ贴片单元\RSAG2.908.52972TP\ROH",68pin(FB0301014574),"458374
副板大组拾音\52894-04-52145-01\ROH"," 20131815
FFC线\FFC-L-10-KP-600-Z4-2\600mm\白色",,,,,1263279,WIFI模块\TX7921AU64T\ROH,,,
2026/1/29,85U75SUA(01),REFLOW,HuangDao,55343,85U75SUA(01)55343,453155,/,/,/,主控IC\MT9655BAATAC\TP,是,20110662,液晶屏\HD850L3U51-T0L1\S0\GM,液晶屏面板\T850QVN08.3\GM,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"431017
TCON-ZJ贴片单元\RSAG2.908.52972-02TP\ROH",68pin(FB0301014574),"433219
拾音MIC板组件\RSAG2.908.52894-04\R","1426251
高速信号线\FFC-L-10-KP-850-Z4\850\ROH",,,"增加重低音、环绕音功能
add bass/Surround sound/RKP",,1263279,WIFI模块\TX7921AU64T\ROH,,,
2026/2/12,75U75SUA(01),REFLOW,HuangDao,55343,75U75SUA(01)55343,20140306,/,/,/,主控IC\MT9655BAATAC\TP,是,20110679,液晶屏\HD750L3U71-T0L1\S0\GM,液晶屏面板\HV750QU0-BC0 Rev.1.0\GM,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,,68pin(FB0301014574),"433219
拾音MIC板组件\RSAG2.908.52894-04\R","1426251
高速信号线\FFC-L-10-KP-850-Z4\850\ROH",,,"增加重低音、环绕音功能
add bass/Surround sound/RKP",,,,,,
,75K80SUF(01),REFLOW,HuangDao,52936,75K80SUF(01)52936,454385,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,20113095,液晶屏\HD750K2U73-T0L4K1B1\S0\GM,液晶屏面板\HV750QUB-E98 Rev.2.0\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"20124438
Tcon板贴片单元\ZJ\52975\7",68pin(FB0301014574),,,"435294
副板大组\RSAG2.908.13296-01-50286\ROH","1241420
条形连接线\GHX-11Y-10Y-630-H-1\ROH",,,451372,转接板组件\WIFI\RSAG2.908.54229-06\ROH,,,
2026/1/29,55U75QUF,REFLOW,HuangDao,53806,55U75QUF53806,444096,/,/,/,主控IC\MT9655BAATAC\TP,是,459572,液晶屏\HD550J3U71-T0L2\S1\GM\ROH,液晶屏面板\HV550QUB-E12\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"419318
TCON-ZJ贴片单元\RSAG2.908.52975-01TP\ROH",68pin(FB0301014574),,,,,"增加重低音、环绕音功能
add bass/Surround sound/RKP",,1263279,WIFI模块\TX7921AU64T\ROH,,,
2026/1/29,HL7NULTRA(02),REFLOW,HuangDao,13148,HL7NULTRA(02)13148,359811,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,,,,,
2026/1/29,HL7NPRO(02),REFLOW,HuangDao,13148,HL7NPRO(02)13148,361570,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,,,,,
2026/1/22,L9QU(03),REFLOW,HuangDao,14255,L9QU(03)14255,363924,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
